0.7334485054016113,0.9200595617294312,0.6,0.7,0.25,0.35,0.65
0.7530492544174194,0.9160873889923096,0.7,0.6,0.25,0.35,0.55
0.7445319890975952,0.9141013026237488,0.4,0.9,0.25,0.35,0.9
0.746817409992218,0.9141013026237488,0.6,0.8,0.65,0.55,0.75
0.7551906704902649,0.912611722946167,0,0,0,0,0
0.7560200095176697,0.9111221432685852,0.5,0.8,0.25,0.35,0.75
0.7528945207595825,0.9101290702819824,0.4,0.8,0.25,0.35,0.9
0.7607201337814331,0.9001986384391785,0.5,0.8,0.55,0.45,0.75
0.7634654641151428,0.8997020721435547,0.4,0.9,0.25,0.35,0.85
0.7690107822418213,0.8967229127883911,0.8,0.5,0.25,0.35,0.45
1.1736916303634644,0.6082423329353333,0.6,0.7,0.75,0.65,0.6
