0.7020687460899353,0.9200595617294312,0.5,0.8,0.25,0.35,0.75
0.7214754223823547,0.9155908823013306,0.4,0.8,0.25,0.35,0.9
0.7197713851928711,0.912115216255188,0.4,0.9,0.25,0.35,0.9
0.7102054357528687,0.9116186499595642,0.6,0.7,0.25,0.35,0.65
0.7127146124839783,0.9116186499595642,0.6,0.8,0.65,0.55,0.75
0.7243492603302002,0.9081429839134216,0.4,0.9,0.25,0.35,0.85
0.7331836223602295,0.9031777381896973,0.5,0.8,0.55,0.45,0.75
0.7543155550956726,0.8942403197288513,0,0,0,0,0
0.7764992117881775,0.8818272352218628,0.8,0.5,0.25,0.35,0.45
0.8063700199127197,0.8733863234519958,0.7,0.6,0.25,0.35,0.55
1.103994369506836,0.6792452931404114,0.6,0.7,0.75,0.65,0.6
